valor_transacao,latitude,longitude,historico_usuario,horario_compra,fraude
778.2737095205002,-10.82427343614306,77.13399076000789,18,12,0
1454.2222190538748,-21.136050701315042,75.48906449096677,28,10,0
1647.890641699303,9.962754707828335,94.63035481727826,37,13,0
1113.3285659133674,-21.95344705809378,62.01704738661799,21,12,0
2155.4696479616346,-7.046686071639346,60.05454971362387,25,15,0
105.92738652104231,-7.4622601267701825,79.28306172135566,28,7,0
435.3942484799116,17.96360852439122,-77.90230604466494,37,14,0
1007.5314024885403,26.770031922326304,-150.4514031249986,18,17,0
158.0846279579116,-5.743517466656616,6.404259225623562,29,12,0
1113.0146619674679,15.861488151682321,-114.1861914530958,34,12,0
350.3477167034108,-12.299571159064808,86.4033216533673,27,9,0
434.0533769214515,-11.419199375033667,79.3735245389968,26,9,0
274.66013095650413,-2.058025396633589,94.198096715041,35,9,0
436.4086675380921,8.874660563796883,11.332337235931892,29,10,0
1596.0892921942411,-26.748943440221908,-62.31730587960185,24,7,0
739.1499604013816,33.374838422937316,-16.223570043371886,25,8,1
177.50852548919107,-29.05436984519067,-1.4700575167845074,20,12,0
473.85593982679825,-13.171568268058778,54.92180101177651,18,9,0
1047.5327810370002,9.475648850414796,9.951707186993538,37,11,0
431.70578532148016,12.187077545455017,-117.48443402202793,26,14,0
205.78291148107562,-17.271615250860854,79.55489092560651,22,15,0
1215.9980106134697,-11.545017222891317,4.078818150660624,38,12,0
1195.6352431945556,-13.154018112333855,37.68612056419608,27,17,0
1488.499910290449,-4.544166975287332,77.72933201883976,37,8,0
777.0102302049039,7.780004548813792,-105.0267853807483,23,17,0
213.09057486897095,27.241897526525833,74.39716979617378,23,9,0
702.5626209543252,-9.078817290459455,59.89093227846824,27,12,0
993.4801403012754,7.957407823711023,87.38204701453418,34,9,0
901.5912589117553,-36.09623997408334,-109.72008088151051,29,15,0
672.2294739609729,-6.051335521536675,83.72166375218073,22,5,0
724.2113638839209,-17.590216508168375,58.13489013162962,25,14,0
350.9941415994386,-10.553863993575614,-24.411561990539354,25,10,0
1341.405768133854,-18.99258209218859,16.61724465596579,29,14,0
861.5301965088477,-10.193711063990516,67.37677538924127,25,6,0
909.1293525995521,-2.3202420235010948,-89.27770618234915,35,9,0
711.8978274569489,-2.7410240431712616,100.80146961452462,35,16,0
1058.1314963866694,33.54655631459006,87.04737282201725,33,9,1
1009.7438857396306,-7.111763187113809,79.13204361586538,22,13,0
2077.6176835147976,65.37709054248043,-112.7475676488915,37,5,1
2063.4597622966435,-13.699172968959726,-23.846334117454575,30,6,0
421.56807903975516,-17.2497470051907,87.24178523509659,31,12,0
377.64416228206034,-25.330918793133215,28.615126724384332,13,15,0
69.18461973283323,-32.114536653154694,65.17458893520688,23,11,0
1616.241472565046,-7.980998591798233,82.39646017014368,28,15,0
1136.0505978996762,6.864067709793251,82.79055711053016,31,4,0
2169.872686836033,45.016262506529465,-36.7333224028782,26,14,0
305.8602707520377,5.4637703399287805,-24.99906622726442,16,8,0
238.1505041835097,-19.30518276513113,81.35064377642428,20,8,0
441.7468587036535,1.1147182616046596,93.6662810612365,30,4,0
57.0799031958977,-4.2740114012646515,3.67816077954965,24,12,0
424.29113265446273,37.16148716763822,-9.097194002752659,25,10,0
252.76805457210415,-4.193197337211892,68.68353743602202,26,9,0
905.0896093707507,-16.506822881969764,76.63269663508339,24,14,0
260.81585553093186,-12.383344689090766,57.85227238051459,26,6,0
1567.195314269739,-15.201542252867256,9.525898311592545,24,5,0
1738.18111507634,-52.69362555551625,40.58982388983442,27,9,0
526.7114602582284,8.035271628548504,75.0153078921837,26,11,1
149.55998638416705,10.494721722499886,87.59401221317287,27,16,0
52.706133984514445,17.256422207141043,84.72177332506314,23,12,1
1085.7663232621032,4.890498898134416,-3.2781449637701954,31,8,0
37.00713200476698,34.59038018776632,-22.476510005244165,28,14,1
550.9922413679341,-2.9476116770014578,89.6599999175418,27,9,0
327.368690943752,-3.6764864952059586,-35.462969947765956,36,15,0
74.82854331919799,-21.9697429583957,45.446370026774986,31,4,0
1082.5947010870527,2.0815619353194403,88.07370277837407,26,15,0
1688.9016685637291,11.897180809522936,7.891677981819555,28,13,0
1930.785361029662,0.316715438786888,90.95795384356876,37,11,0
690.5324621511849,40.72909358995294,-119.77592515006384,24,9,0
157.73907308438993,-7.6490948707607025,83.99706353248362,38,13,0
2026.919930370668,4.294835828808547,90.1550201967597,35,10,0
1307.287922136821,4.23350190383824,90.04234530024921,20,11,0
762.5165805395263,-9.196803267384162,66.30297350855224,26,10,0
172.52437332674643,9.293529040140678,40.262665959011166,22,12,0
221.08211794887433,-41.704055487347176,-55.21610267407135,38,11,0
1377.117433508258,9.576653801089218,106.50994678257493,27,11,0
46.69154295799194,-7.793783957081256,89.2931416560233,29,12,0
358.5578483681908,-16.553817568071548,-67.68690120811351,27,7,0
303.2657105770086,-30.267269595457343,57.5784745308683,35,9,0
86.95329011186901,-11.740170841318982,23.107710379239315,28,8,0
281.0873815185212,59.602715814018026,140.56608789944735,31,15,1
126.63059942435257,22.36406393709819,-29.204558327329337,33,18,0
68.09748720309288,20.485475599746295,15.328267922799913,34,13,0
817.206517497548,-8.606763073008437,2.7289134434796907,19,16,0
221.13133218871948,-19.592765141408968,61.91967989773394,21,11,0
1545.954777923041,35.949061527173015,84.0582266067498,27,11,0
2081.7516124866725,-17.868698273114457,72.02917754056,33,7,0
66.66975541378523,-4.5855561882298765,-69.79467625098644,12,6,0
175.42182141307157,0.18539740293945428,88.73276544068392,21,9,0
416.8795120036495,34.929079180935474,-72.15590358705805,31,14,0
1161.7605033749558,0.5066844527375736,-37.03968710719306,32,12,0
1279.5566800112979,-20.970434989067165,67.23873341175316,27,8,0
37.56046741981141,0.5456260528814401,99.37744139273477,25,10,0
799.3507917571736,-10.04141731625792,77.29596432628735,31,8,0
879.2744620806778,-59.85535534996926,96.44613344081614,23,12,0
742.7068457256457,-10.687433724171242,84.55583244621329,32,10,0
20.081028879013118,6.333201933443701,23.35888939191896,28,9,0
682.5514712772067,-8.664264259449464,78.7005038763549,27,9,0
338.62277607896254,4.287686847846017,93.3439599743341,29,12,0
440.8469042003173,-4.2413519661161985,96.50034572197643,26,14,0
360.1901843652216,-33.51718341878568,93.76614579454827,17,13,0
514.5535836545869,6.103852949128183,-65.71219603822843,21,12,0
916.3416232688713,-6.420668187457434,88.52745932058974,30,12,0
1107.1997978589982,23.61279010414429,25.321096034592987,23,17,0
379.0796494872758,-6.243041859902181,-18.97171427277206,28,14,0
1311.9265753312511,-23.221027056535036,-105.73151495183242,32,10,0
936.985873508484,30.639541531604443,-37.2716676396975,27,12,0
232.84245073663914,-20.293600314824907,-50.823823118171546,28,14,0
705.8006613720357,-17.517735092815673,76.35148997085709,24,12,0
439.15533394681046,-34.06593435043166,106.96865877579367,20,6,0
458.03192041830295,14.653346273151186,88.24256998528668,28,9,0
817.4857806561918,-17.16836647825233,13.508607535079808,18,4,0
5.470578005373759,-11.739405618579617,71.12354944922492,28,15,0
119.4817528546022,-5.727798091729127,77.19576602002921,33,10,0
491.772516492752,-4.900003174641842,81.19294239248234,22,12,0
63.06502948812001,-1.1574354391923336,-28.23802974484132,34,9,0
712.0406554180231,-26.826586705890413,-20.108898150072243,26,8,0
10.643100259374961,-20.667620427887492,78.5160948837458,17,7,0
1367.2926298430032,-21.962831443046234,71.1933869891968,17,10,0
1381.7436413087923,-9.437767467158967,73.68723437627085,24,8,0
1407.8919209094609,6.690307321545152,95.96523685184064,30,8,0
48.56011481956304,16.941012529816824,40.959592254168804,32,16,1
76.13355383977832,23.553361786935426,-37.43516709948838,27,11,0
405.68952705808846,-21.854560997317975,69.91308788660282,25,13,0
1067.9930445034893,-50.30476840828463,8.319567791663605,35,17,0
150.9868164920191,1.3542984814171195,90.38229910844721,23,10,0
614.2235592165625,-0.6598130359447243,74.10346405950875,38,11,0
864.4058427070802,-12.579576565838401,-15.645216141724283,21,11,0
1343.117666686139,35.82027578263293,98.22885462475445,37,11,1
524.0873339314602,-38.45390555648426,48.546945711648675,30,5,0
425.4086294185848,-6.016575512283385,59.05030411147102,19,7,0
968.4065655206931,-7.409849330122405,76.41208398974395,32,11,0
568.0935515910259,5.04477458290688,-64.92105059980386,18,15,0
744.7382697153198,28.611750522761266,63.25468378908279,34,6,0
1285.169644171519,-12.528843518609303,78.60493122165954,43,15,0
475.58593246390444,-6.379027045877045,82.58594640752509,25,8,0
2257.656890388458,-6.496600560625716,71.09122829634221,24,10,0
529.0382218586236,-19.19949878357077,76.89537602240688,23,3,0
448.2872642453222,31.619481848130853,-116.44589864969288,23,11,0
126.5633818182017,6.309604420666761,98.72052870620466,28,13,0
443.11421047691704,1.8331712095153065,97.07703106335116,35,8,0
447.1563841586926,1.6984985184430972,88.70317412203465,30,13,0
29.520860640499304,-4.414027039913989,78.83508248317429,34,16,0
450.4119599294666,-24.169043308738736,-40.72009474296814,24,8,0
1395.033140120689,22.70267956780792,-45.123059260084844,36,9,0
355.5636891734328,-22.204776641640663,76.49558582626321,23,7,0
1535.033917288267,-2.5124229526045205,91.00993575391469,18,14,0
501.6430788381222,1.6951548195666604,85.99373680953028,25,6,0
1588.6441685966565,-8.424732821110538,-44.53611400927214,23,9,0
660.139485081315,-13.171873176877831,70.43508792082866,27,10,0
1686.0002448134292,-10.572658967415162,80.21803437612125,24,8,0
1426.049041695712,-30.046877008684717,-48.904830069121004,19,12,0
625.0843344097799,18.51415504736098,49.830580134280325,30,11,1
421.6684975703332,-3.740434451900196,83.42337765403578,31,9,0
263.56552489985677,-7.272917242141375,80.68628034403673,30,6,0
1113.8088850141942,-22.306288488187306,-35.89230012367783,31,7,0
693.4292426154813,-22.840159825835443,75.22197624369349,29,9,0
510.5472158936674,-48.77711547882143,18.37363962212267,17,14,0
713.7702745857607,5.7933008022506955,95.80585164358335,31,10,0
314.513743802696,-12.184179711142399,-3.8365151565332525,29,12,0
1081.9273652962986,34.70306071671834,-154.66831602686486,34,13,0
26.064658353322464,23.94315733969237,67.89414018681833,24,9,1
864.9821850662238,-20.26728638403408,4.576809014767665,33,9,0
1053.0827448757445,-25.978260800058912,-1.730081126993916,30,8,0
336.1229029455722,-42.07625412638423,22.740620916538923,20,10,0
205.84503637872209,-8.100058151175531,18.423672709816003,21,9,0
292.7600209148427,-16.14634693807479,29.076394173380095,25,8,0
458.4725691988813,-52.85953034950735,-14.51818601244564,29,9,0
706.9427158267632,0.6712376864236926,82.41354452992525,31,8,0
3083.464793168555,-32.336307214174894,-38.598286134146406,20,13,0
30.244827674648885,-43.16010804626877,-30.5316291762131,29,6,0
1128.5104908950336,-19.717903469702435,76.90427571120392,25,13,0
214.32806614491375,-1.14897502433187,-41.55626145221903,30,11,0
425.93811094858864,-28.097747906765008,27.7663379407634,35,6,0
989.2740452342163,-31.141270013404757,-54.82194537771311,29,8,0
1878.8519511582685,31.30898651516345,-48.13174564630809,39,13,0
134.42033425783254,2.507173819452289,96.63943914887315,23,12,0
42.278023334585086,-5.983706891420695,58.128954232143656,29,12,0
680.8942171283918,-6.093907782578704,80.37023573931589,28,11,0
531.7059539953605,-21.585571576840543,-56.96957566591041,21,10,0
416.8156403114683,-5.116741527965996,74.10817094007658,32,5,0
153.053160089564,-25.915751646002093,56.378352638292945,33,16,0
476.909927597322,-0.08374204691840781,-17.350394404629156,33,7,0
1662.412597822257,8.446357034049742,-10.615831457504271,35,15,0
2555.0050652857744,0.03874785679210646,88.16898574987975,26,16,0
479.22755166995483,-30.54382520202283,72.05693386160445,37,9,0
1253.975614178523,-5.375928239353712,-59.54073277848494,31,7,0
1887.5513502558465,6.921192580536444,22.435331063331645,37,13,0
44.19451297334373,0.7053387413826506,77.94732541407598,22,6,0
625.6913711088117,23.205855212816168,-92.04311755984136,29,12,0
955.9665262067465,-30.494479885150014,15.242360677983452,35,15,0
165.1172966259204,-3.2203044542997894,81.1082838520291,22,5,0
457.27515147832094,7.911503946169944,-64.54565821416614,20,8,0
693.2893586946344,13.4189962957237,68.20570128889135,25,10,0
1060.8356352940937,-17.15009144135595,69.01662562221927,36,10,0
459.6746435121292,-6.129050287252088,90.65047521219023,33,9,0
88.36708210365137,19.414703115970738,5.185394843856841,24,8,0
1941.669965065602,1.981609723223615,92.74118126209652,25,10,0
1838.6298986440813,-45.17232477027476,55.07919407961762,32,13,0
868.676915480973,-8.56125488641602,-77.6050583213646,26,11,0
273.1518716604363,-5.466412538144805,84.82355244428277,30,5,0
2365.981147732006,-9.649060005457407,64.94325638285042,31,9,0
1416.1423815417427,-1.88623187383142,71.59485193500049,39,15,0
515.140379961989,18.614230938743816,51.54140326143869,30,10,1
193.45138273263746,-2.8461284605704886,91.07349936381956,35,11,0
33.99869933980326,-16.243130133224863,82.63402061804419,33,15,0
401.462499205369,-47.594764321410864,47.43984072286606,36,15,0
1181.0347280068552,-31.705079133277394,53.580206274458185,25,6,0
1419.4757186028032,10.80108795665857,-28.88175293447648,23,8,0
2085.5269723725696,0.8374617989540969,106.05912202771466,21,16,0
607.0765554291348,-12.499460595860526,-92.94546195546877,24,10,0
1785.3138458336548,-4.676392715393739,75.81938854823034,29,10,0
370.91755925273276,-26.765436907115614,56.589518517107734,24,15,0
383.72581973096044,-21.798280550636335,-1.4402595680241603,25,12,0
814.3021697351978,-8.591111853434096,73.23168914249149,33,17,0
242.9427766523051,1.6102745499938251,88.86093290157237,35,7,0
81.6370377195467,3.6150599641715004,6.080540415001316,22,13,0
760.9345774136242,-37.0919940460005,-45.409259634884734,30,10,0
1230.848178519709,-13.662223636726413,80.37845060383044,30,12,0
302.00938559021154,-5.315762271728207,-28.931066221685555,28,10,0
334.09817594180805,29.94577554144458,-11.208438943890819,25,15,1
1208.2117898992676,-4.438461742525153,80.3633058375298,23,10,0
1263.4982091223164,2.6451394829389816,81.3870249162087,28,6,0
568.0124600720779,-4.2598286772302565,85.79887599519037,27,13,0
543.3103079752898,1.46816883707924,90.77382980108953,27,11,0
294.4369684856497,-3.9853643811006023,78.94107982942796,29,12,0
1800.514113293599,7.471888708153687,87.12052801143088,27,3,0
1113.9625648251815,0.4633807175847444,76.18452591025438,23,14,0
512.1509030305751,-24.51519365242205,74.25316096482408,23,8,0
1381.1250470375383,40.08529229700717,98.65059747879874,27,5,1
1111.9206771263798,-6.427679383989936,70.6413511911301,24,8,0
464.26399156397974,-10.019395546093513,92.26888074843808,28,12,0
330.84046608119303,-0.9550933891811066,-61.37980800704409,30,7,0
169.16497370931683,-3.1605873434528355,84.61808971846582,26,12,0
210.6849187154133,-0.7140229495142307,81.75850385455581,21,12,0
650.1700398540698,4.074044438994772,88.55917970121823,31,13,0
442.4369128807147,0.7206026010711764,19.097391726108917,31,8,0
95.04200369292053,8.783797450100106,33.71962061684157,22,16,0
3727.833344763187,-47.3470272265412,52.36797367436127,32,11,0
1617.6638046330563,1.3255315530701086,16.076162925861684,23,18,0
928.6626771249666,-5.898127996650171,-119.10663822666885,17,6,0
2011.9999681061095,15.098758756577029,-9.939840792545375,24,11,0
606.868016044455,27.85247308674839,2.8651536332930903,24,7,0
39.84542278078571,27.98400951301517,23.143443680946245,24,13,0
506.57711225851534,3.7807639529014665,82.08131088979833,30,7,0
1790.3091646278467,18.61740352081711,43.46839333429688,29,8,0
1405.9279034730616,48.8839940993106,-146.38484354096835,32,10,0
87.4285760652176,-21.76621891698349,63.10256022398004,16,11,0
841.6550666239515,8.419881127789854,32.342409478825665,26,9,0
1698.556068590349,-2.5704363263304444,88.69713309884796,26,9,0
385.68592668049774,-36.473438231668865,11.25500672205461,20,16,0
686.3148050442303,-42.517073436864344,-97.63162005136186,26,7,0
251.34927964169245,13.63461916042508,-17.362846525933243,28,12,0
1395.5842275671969,-1.6556999760554323,79.74546781697488,21,8,0
296.0507154125202,9.729360338819548,94.2923693761664,35,10,0
1780.0993002803134,-7.889756462858667,75.52333096964178,31,2,0
632.4441920639787,21.64389362643988,-78.07496553302576,29,11,0
368.79630795829985,-4.920262413516895,-20.784979547798883,31,11,0
352.55602616029876,-29.607587341668918,54.263093120613036,35,12,0
2566.3655728087474,8.950974522878653,-62.861360863289434,27,9,0
104.85269044110616,-4.264201389593371,48.54404297616816,30,10,0
323.60102739263294,0.3627324530920095,82.54970429400703,22,1,0
444.3862851055618,-76.38410951998004,-0.630516442437397,21,8,0
583.0107592702893,9.458982351921001,80.22179164292578,34,12,0
1095.8907812082343,-8.999964079457794,66.72071730478261,33,13,0
1030.8152774500663,-6.414544303677889,-49.32809181974369,26,13,0
1100.927921666182,25.808155196257083,-68.56082837486264,26,13,0
849.0561012424071,-25.157962066939767,70.27485857825485,32,9,0
2010.0857128000707,-19.655713032796275,71.12380422813108,28,12,0
1612.8375260076357,-28.891915775333906,-5.034080633523814,18,18,0
1325.3722587901914,-17.28828352624664,-50.994834703879945,28,9,0
392.3094168875058,-12.182296787530117,67.89649673798115,37,9,0
855.4618641914981,8.409120402538449,23.253751286973916,13,16,0
856.6434746138281,-2.0793877085289854,103.40863654692974,29,17,0
396.02821906658863,-14.409573511009903,71.77976792888691,35,12,0
866.3177015078825,-16.364566742596,68.13447437512573,30,10,0
1520.6942733167177,-8.272727619629734,92.56913957451673,31,14,0
261.6325646189695,11.552846296852637,-23.059132944832,40,12,0
176.4070536283277,-36.32511833791292,-69.38207260052789,30,6,0
1855.5840363993373,35.70219574349471,-29.802724969121087,34,6,1
293.60715899762613,-21.164830377140134,8.021087454262823,15,13,0
2510.7434705476726,32.858195527732164,-22.549131900542328,34,11,0
102.88267613677246,-20.566683181144455,15.688583287593048,22,7,0
1144.5271554393028,-5.789088240925967,91.48897159660154,27,11,0
673.4588757272226,-13.680264210997532,-29.99411750729152,33,11,0
149.96202289627098,36.81476709079969,21.55640866775918,32,7,0
172.00582720152116,-6.019108670850358,81.33835760261088,39,11,0
2460.618622222731,-2.0248716968272493,10.137471723930812,25,3,0
979.5982415768088,-28.794034800140906,0.9392539886502647,37,11,0
561.7634898810563,-12.9670603726383,-27.76114865689034,18,13,0
469.9229996242097,-36.80590074984563,-67.96625979882462,20,7,0
331.07589099048994,13.714478311785744,14.823472953180815,19,10,0
519.5862624966334,-18.05436846294737,58.44938842856201,25,9,0
163.65711056987283,-25.367237892903454,23.478400552572538,18,7,0
9.056263622981188,40.731716884952064,-22.09743956804371,22,16,0
2000.6878797535244,-14.34916228549464,12.018638073539723,25,13,0
1764.9718541264442,-2.3360924600950153,10.622234180921087,32,6,0
14.198069764662403,-9.647150200582875,-4.498596252788964,21,8,0
1217.8033053225852,4.646164860726686,-68.70743673287446,30,9,0
801.0918391602303,-12.110719924419069,78.32246628919994,26,17,0
366.5795137069275,37.63560036546802,62.58621812711257,42,13,1
629.718724118924,-11.485676232186147,-72.15495797617562,27,11,0
539.3654433272717,2.799601259707977,97.06780835422843,28,13,0
830.6556912954082,18.844318571575094,-23.893252291132818,27,15,0
296.14512080385816,-9.364023632373716,38.99154960723994,26,11,0
1614.92552532736,-8.736805564368424,85.32587088813294,28,4,0
433.7892716377479,1.873804271737109,86.2254616723643,33,10,0
524.27076573835,-7.454597805712442,90.7300953346531,34,13,0
1138.4625911543042,3.976418356375836,1.7702356035168023,16,11,0
1702.4965610999866,-9.699050198234172,71.61264595205844,22,10,0
557.4329385751464,-11.469809123403746,100.63721920163064,29,11,0
926.7152770361986,-24.38680890838603,54.68805193558731,26,12,0
810.9408053447048,-36.92213846367815,-70.75362744428794,28,12,0
181.75581078019306,-34.277994678250856,-19.510286966232428,24,9,0
218.8141095678043,-18.762795414128117,68.541617125088,35,15,0
684.6826876063495,-25.78211022359276,5.7364932173788965,21,16,0
460.1201871158502,-4.65942012186801,96.97494094317236,14,7,0
132.98635025637572,-17.50006059895645,75.48153529671077,35,8,0
128.412895109899,-12.871639759479635,73.3687350786602,28,2,0
147.69422173020996,-8.07336451579631,86.0069535373925,29,7,0
1067.8762269316587,-42.40128648405803,-18.047759778481257,24,13,0
1594.3711881644535,-6.677428505436886,99.29931229321427,35,8,0
640.3371109296716,-0.3052785534880069,-1.9606250114051988,28,10,0
217.89738989705285,48.120211067941014,-71.94618510344786,35,7,0
362.9661434290342,-5.915269116630725,93.88961351223588,21,16,0
555.7135445474877,13.739689697601147,-35.69699627153187,30,17,0
2102.9579005926644,26.827998650613893,-3.825501321533409,36,0,0
1960.8231634989997,-10.572491158164151,78.71949662994729,31,12,0
706.7935059306063,-10.255602172659831,88.30696442921852,22,10,0
92.17408005330353,-32.86366140668282,3.2090412895155147,23,7,0
79.70112643933606,-9.757778649263035,-6.500966213865773,25,7,0
595.2383640551641,-36.23128516884894,-27.127760612345035,32,11,0
300.4741944679497,-20.10898908064427,59.45041730468016,33,13,0
349.6342577353137,3.1418217095798564,85.14803638420679,44,4,0
758.3074262749673,-4.905742283570724,-46.80907715765291,26,4,0
1264.8942084533662,6.629746972441139,80.34107322708431,20,11,0
487.0694119778939,-5.499257611825016,76.98269681611464,31,4,1
882.6319163179022,43.64317639328673,-40.44770712411815,24,13,0
1519.4118760338074,-55.505734383855824,-53.71498675750183,22,15,0
1410.6120061186107,8.031269455154803,-7.653043301114344,50,10,0
384.8505646822019,17.815039025825133,-57.84085150745776,36,8,0
572.2294454446309,3.52161128452021,87.18740164125215,16,11,0
1249.777316419508,-17.603006873293037,29.122271276991455,28,7,0
116.87696991856647,13.91549985083566,-23.160235217340876,26,17,0
417.58838164278956,0.998811502709831,36.978587916918656,27,11,0
1070.15853441254,36.830275000466486,-5.589581453942557,26,15,0
1061.0913531190147,-3.7838626263177364,91.50461575383102,27,18,0
857.3621115341507,5.798508345028881,92.43459074883884,28,7,0
253.90096274087554,11.823398712230025,-60.75590862101416,28,10,0
865.0344806320928,20.01126889155416,14.72470672836679,26,11,0
119.94208689667714,-6.773237466168627,92.4479052852025,33,12,0
98.91640938803896,-0.8988703610886883,82.28790348570249,18,7,0
1117.6385964150131,-17.922793428875025,82.03148196691339,21,12,0
2143.6862289285395,-14.0008846126129,-63.27177263158231,32,7,0
1386.0012567511546,-14.453282587991534,69.37729820467003,29,11,0
51.05441276005814,0.5229517855440324,-28.899455775690015,39,8,0
2162.08018074092,4.903840684264001,77.69999098502613,17,7,0
932.545318222262,-1.937139654333027,90.80908382461692,32,14,0
865.7935664459301,8.899152490390131,41.02117893652762,33,11,1
757.9230340112385,-1.2618407713752013,13.268249549100513,29,15,0
530.5956648893246,-14.661217094281316,23.12739883254483,21,9,0
1528.9389053500831,4.62733731715093,102.16143530339816,21,13,0
1104.9346207142046,-11.632343698281854,74.18879856368623,32,12,0
112.56339987048995,-6.197335135129531,80.70578848481526,27,9,0
20.342711810577278,-57.90266770099829,36.137261338903606,34,10,0
62.88211844802462,-2.677932881961606,86.08199996601168,39,13,0
